generated_at,period_end,forward_bars,strategy_return,benchmark_return,excess,strategy_drawdown,benchmark_drawdown,maximum_intrabar_leverage,liquidated
2026-09-03T00:24:48.758195+00:00,2026-09-02T23:45:00+00:00,64,-0.007363782849867059,-0.001869718819081462,-0.005494064030785597,-0.02731023908764419,-0.01669447141706093,2.0348790155373337,False
2026-09-03T00:25:40.367940+00:00,2026-09-03T00:00:00+00:00,65,-0.010588171996867552,-0.0040273846662396955,-0.006560787330627857,-0.02731023908764419,-0.01669447141706093,2.0348790155373337,False
