period_end,generated_at,source_bars,strategy_return,benchmark_return,excess,strategy_drawdown,benchmark_drawdown,maximum_intrabar_leverage,fees,funding,target_exposure,target_change_count
2026-09-03T05:14:59.999000+00:00,2026-09-03T05:23:10.388153+00:00,16,-0.0003949854908303879,0.0027668648229516673,-0.003161850313782055,-0.005725307340112298,-0.0036840177131067797,2.0034156070158695,299.73662172398684,0.0,1.5,0
2026-09-03T05:29:59.999000+00:00,2026-09-03T05:37:42.077538+00:00,17,-0.008683055875623248,-0.0028198500904626517,-0.005863205785160596,-0.014160447819743882,-0.009533970473870612,2.0034156070158695,298.9065696073326,0.0,1.5,0
