generated_at,period_end,forward_bars,strategy_return,benchmark_return,excess,strategy_drawdown,benchmark_drawdown,maximum_intrabar_leverage,liquidated
2026-09-02T23:31:51.211300+00:00,2026-09-02T23:15:00+00:00,62,-0.008372931608088871,-0.003668419312852509,-0.004704512295236362,-0.02276039852409348,-0.01669447141706093,1.5130286307634542,False
2026-09-03T00:02:55.088788+00:00,2026-09-02T23:45:00+00:00,64,-0.006132130057208783,-0.001869718819081462,-0.0042624112381273215,-0.02276039852409348,-0.01669447141706093,1.5130286307634542,False
